Resources,MSE
0.0,0.041666666666666664
1.0,0.020833333333333332
2.0,0.010416666666666666
3.0,0.005208333333333333
4.0,0.0026041666666666665
5.0,0.0013020833333333333
6.0,0.0006510416666666666
7.0,0.0003255208333333333
8.0,0.00016276041666666666
9.0,8.138020833333333e-05
10.0,4.0690104166666664e-05
11.0,2.0345052083333332e-05
12.0,1.0172526041666666e-05
13.0,5.086263020833333e-06
14.0,2.5431315104166665e-06
15.0,1.2715657552083333e-06
16.0,6.357828776041666e-07
17.0,3.178914388020833e-07
18.0,1.5894571940104166e-07
19.0,7.947285970052083e-08
20.0,3.9736429850260414e-08
21.0,1.9868214925130207e-08
22.0,9.934107462565104e-09
23.0,4.967053731282552e-09
24.0,2.483526865641276e-09
25.0,1.241763432820638e-09
26.0,6.20881716410319e-10
27.0,3.104408582051595e-10
28.0,1.5522042910257974e-10
29.0,7.761021455128987e-11
30.0,3.8805107275644936e-11
31.0,1.9402553637822468e-11
32.0,9.701276818911234e-12
33.0,4.850638409455617e-12
34.0,2.4253192047278085e-12
35.0,1.2126596023639042e-12
36.0,6.063298011819521e-13
37.0,3.0316490059097606e-13
38.0,1.5158245029548803e-13
39.0,7.579122514774402e-14
40.0,3.789561257387201e-14
41.0,1.8947806286936004e-14
42.0,9.473903143468002e-15
43.0,4.736951571734001e-15
44.0,2.3684757858670005e-15
45.0,1.1842378929335002e-15
46.0,5.921189464667501e-16
47.0,2.9605947323337506e-16
48.0,1.4802973661668753e-16
49.0,7.401486830834377e-17
50.0,3.700743415417188e-17
51.0,1.850371707708594e-17
52.0,9.25185853854297e-18
53.0,4.625929269271485e-18
54.0,2.3129646346357427e-18
55.0,1.1564823173178713e-18
56.0,5.782411586589357e-19
57.0,2.8912057932946783e-19
58.0,1.4456028966473392e-19
59.0,7.228014483236696e-20
60.0,3.614007241618348e-20
61.0,1.807003620809174e-20
62.0,9.03501810404587e-21
63.0,4.517509052022935e-21
64.0,2.2587545260114674e-21
65.0,1.1293772630057337e-21
66.0,5.646886315028669e-22
67.0,2.8234431575143343e-22
68.0,1.4117215787571672e-22
69.0,7.058607893785836e-23
70.0,3.529303946892918e-23
71.0,1.764651973446459e-23
72.0,8.823259867232295e-24
73.0,4.411629933616147e-24
74.0,2.2058149668080737e-24
75.0,1.1029074834040368e-24
76.0,5.514537417020184e-25
77.0,2.757268708510092e-25
78.0,1.378634354255046e-25
79.0,6.89317177127523e-26
80.0,3.446585885637615e-26
81.0,1.7232929428188076e-26
82.0,8.616464714094038e-27
83.0,4.308232357047019e-27
84.0,2.1541161785235095e-27
85.0,1.0770580892617547e-27
86.0,5.385290446308774e-28
87.0,2.692645223154387e-28
88.0,1.3463226115771934e-28
89.0,6.731613057885967e-29
90.0,3.3658065289429835e-29
91.0,1.6829032644714918e-29
92.0,8.414516322357459e-30
93.0,4.2072581611787294e-30
94.0,2.1036290805893647e-30
95.0,1.0518145402946823e-30
96.0,5.259072701473412e-31
97.0,2.629536350736706e-31
98.0,1.314768175368353e-31
99.0,6.573840876841765e-32
100.0,3.2869204384208823e-32
101.0,1.6434602192104412e-32
102.0,8.217301096052206e-33
103.0,4.108650548026103e-33
104.0,2.0543252740130515e-33
105.0,1.0271626370065257e-33
106.0,5.135813185032629e-34
107.0,2.5679065925163143e-34
108.0,1.2839532962581572e-34
109.0,6.419766481290786e-35
110.0,3.209883240645393e-35
111.0,1.6049416203226965e-35
112.0,8.024708101613482e-36
113.0,4.012354050806741e-36
114.0,2.0061770254033706e-36
115.0,1.0030885127016853e-36
116.0,5.0154425635084264e-37
117.0,2.5077212817542132e-37
118.0,1.2538606408771066e-37
119.0,6.269303204385533e-38
120.0,3.1346516021927665e-38
121.0,1.5673258010963833e-38
122.0,7.836629005481916e-39
123.0,3.918314502740958e-39
124.0,1.959157251370479e-39
125.0,9.795786256852395e-40
126.0,4.897893128426198e-40
127.0,2.448946564213099e-40
128.0,1.2244732821065494e-40
