Resources,MSE
0.0,0.000675
29.341,0.00033740375939675794
75.595,0.00018865822091246315
125.17,0.0001281204985032198
175.28,9.674227681032347e-05
225.25,7.775288110254685e-05
274.88,6.50677354459329e-05
324.98,5.586690494196386e-05
375.02,4.895304434681719e-05
424.98,4.3569660894832976e-05
475.01,3.924754705251182e-05
525.0,3.5708129821106763e-05
575.01,3.275320295769275e-05
625.0,3.0250876988743944e-05
675.02,2.8102568371894437e-05
725.01,2.6240201187201457e-05
775.01,2.4609026057169705e-05
825.0,2.316905150170349e-05
875.01,2.188779488836651e-05
925.03,2.0740602977151877e-05
975.03,1.97080687622553e-05
1025.0,1.8773999213652674e-05
1075.0,1.792397718190784e-05
1125.0,1.7147593212965356e-05
1175.1,1.643431099129686e-05
1225.0,1.5780515049277307e-05
1275.0,1.5175584381416765e-05
1325.0,1.4615320318204693e-05
1375.0,1.4094951888409708e-05
1425.1,1.3609428438610123e-05
1475.1,1.3157114929068969e-05
1525.1,1.2733899878547729e-05
1575.1,1.233706282904073e-05
1625.1,1.1964212193201797e-05
1675.1,1.1613237016551416e-05
1725.1,1.1282266988166387e-05
1775.1,1.0969639099912904e-05
1825.1,1.0673869699391394e-05
1875.1,1.0393630945322959e-05
1925.1,1.0127730876984264e-05
1975.1,9.875096466628444e-06
2024.2,9.638981781587064e-06
