MeasStep,Theta,Phi
11.999975,4.3198,3.1761
11.000015,4.0785,3.2352
9.99999,3.5316,3.1545
9.000029999999999,4.024,3.0666
8.000005,3.3694,3.1408
6.9999995,3.7345,3.1561
6.0000005000000005,3.4575,3.1186
4.999995,3.5419,3.1342
3.9999700000000002,3.38,3.1805
3.0000099999999996,3.5277,3.1169
1.9999850000000001,3.3019,3.1418
1.0000250000000004,3.4491,3.1425
0.0,3.3742,3.1293
