MeasStep,Theta,Phi
11.999975,4.3025,3.3039
11.000015,4.1038,3.2168
9.99999,3.1222,3.1435
9.000029999999999,3.1894,3.1091
8.000005,3.6339,3.1166
6.9999995,3.8452,3.1507
6.0000005000000005,3.4331,3.1021
4.999995,3.561,3.1157
3.9999700000000002,3.4215,3.1744
3.0000099999999996,3.591,3.1381
1.9999850000000001,3.247,3.1672
1.0000250000000004,3.431,3.1485
0.0,3.3283,3.1282
