MeasStep,Theta,Phi
11.999975,3.6472,3.1703
11.000015,3.908,3.1659
9.99999,3.5809,3.1717
9.000029999999999,3.0608,3.1419
8.000005,3.4298,3.0953
6.9999995,3.8915,3.1407
6.0000005000000005,3.3173,3.1257
4.999995,3.6293,3.1088
3.9999700000000002,3.4335,3.1338
3.0000099999999996,3.5946,3.1224
1.9999850000000001,3.3379,3.1277
1.0000250000000004,3.4655,3.1402
0.0,3.3097,3.1215
