MeasStep,Theta,Phi
11.999975,3.9769,3.2141
11.000015,3.9192,3.2659
9.99999,3.8631,3.2159
9.000029999999999,3.6645,3.1057
8.000005,3.3636,3.1533
6.9999995,4.0339,3.1507
6.0000005000000005,3.3098,3.172
4.999995,3.3363,3.1494
3.9999700000000002,3.4276,3.1409
3.0000099999999996,3.5879,3.1175
1.9999850000000001,3.3523,3.1229
1.0000250000000004,3.4659,3.1387
0.0,3.3093,3.1275
