MeasStep,Theta,Phi
11.999975,3.8529,3.2521
11.000015,4.1418,3.1678
9.99999,3.1908,3.1408
9.000029999999999,3.0086,3.0895
8.000005,3.6545,3.0734
6.9999995,3.2516,3.1285
6.0000005000000005,3.2057,3.1581
4.999995,3.9827,3.1247
3.9999700000000002,3.4403,3.1671
3.0000099999999996,3.7138,3.1294
1.9999850000000001,3.231,3.1915
1.0000250000000004,3.4202,3.1504
0.0,3.3702,3.1156
