Resources,ProbErr
0,0.8750000000000000
1,0.5178806186153895
2,0.3709736275473363
3,0.27836906797146577
4,0.21398295958987812
5,0.16662919605985393
6,0.13068102893657163
7,0.10291090069503706
8,0.08124809954577505
9,0.06425271547426858
10,0.050871587780297545
11,0.04031119754620649
12,0.03196315678686645
13,0.025356055184376003
14,0.0201221305718704
15,0.015973155314066734
16,0.012682495529485305
17,0.010071519869948697
18,0.007999177586446304
19,0.006353938388757641
20,0.005047520021848606
21,0.0040099843079008934
22,0.0031858894933111115
23,0.0025312631198618485
24,0.002011215379546183
25,0.001598054313036612
26,0.0012697953880894675
27,0.0010089817280837243
28,0.000801749485956238
29,0.0006370869514094046
30,0.0005062469365915145
31,0.0004022805431651566
32,0.0003196671198996137
