Resources,ProbError
0.0000e+00,8.8888e-01
1.0000e+00,5.0864e-01
2.0000e+00,2.9358e-01
3.0000e+00,1.5817e-01
4.0000e+00,8.9295e-02
5.0000e+00,5.2867e-02
6.0000e+00,3.1959e-02
7.0000e+00,1.9578e-02
8.0000e+00,1.2096e-02
9.0000e+00,7.5124e-03
1.0000e+01,4.6811e-03
1.1000e+01,2.9227e-03
1.2000e+01,1.8271e-03
