Resources,ProbError
0.0000e+00,8.0000e-01
1.0000e+00,1.8681e-01
2.0000e+00,3.5668e-02
3.0000e+00,8.0623e-03
4.0000e+00,1.9928e-03
5.0000e+00,4.9929e-04
6.0000e+00,1.2531e-04
7.0000e+00,3.1458e-05
8.0000e+00,7.8983e-06
9.0000e+00,1.9831e-06
1.0000e+01,4.9793e-07
1.1000e+01,1.2502e-07
1.2000e+01,3.1391e-08
