Resources,ProbError
0.0000e+00,6.6666e-01
1.0000e+00,2.8641e-02
2.0000e+00,1.2275e-03
3.0000e+00,6.1691e-05
4.0000e+00,3.0743e-06
5.0000e+00,1.5291e-07
6.0000e+00,7.6155e-09
7.0000e+00,3.7912e-10
8.0000e+00,1.8876e-11
9.0000e+00,9.4069e-13
1.0000e+01,4.7962e-14
1.1000e+01,2.4425e-15
1.2000e+01,2.2204e-16
