Resources,Tau
1004.80512,10.234
994.65728,10.15
984.48384,10.172
974.3923199999999,10.091
964.3980799999999,9.995
954.3679999999999,10.031
944.3225600000001,10.045
934.3488,9.9713
924.36992,9.9794
914.4576,9.9103
904.63744,9.8245
894.78656,9.8481
885.0227199999999,9.7665
875.35104,9.6687
865.6435200000001,9.7073
855.9257600000001,9.7201
846.27968,9.6478
836.62336,9.6545
826.9926399999999,9.6297
817.40288,9.5879
807.87968,9.5261
798.3616,9.5197
788.87936,9.479
779.4278400000001,9.4502
770.03264,9.3997
760.69888,9.3293
751.45728,9.242
742.19008,9.2683
732.92288,9.2662
723.71712,9.2063
714.5216,9.1973
705.36704,9.1527
696.29952,9.0676
687.36,8.9383
678.59968,8.7633
669.75232,8.8443
660.85888,8.8942
652.11392,8.7479
643.5584,8.5563
634.9056,8.6526
626.44736,8.4544
617.89184,8.5571
609.26464,8.6266
600.8063999999999,8.4591
592.27136,8.5347
583.9104,8.3609
575.76448,8.1466
567.49568,8.2661
559.044608,8.4536
550.598144,8.4462
542.177792,8.4202
533.803008,8.3752
525.443072,8.3598
517.128704,8.3142
508.8775168,8.2513
500.625408,8.2524
492.43648,8.1886
484.246528,8.1899
476.069888,8.1769
467.9424,8.1271
459.88352,8.0608
451.81952,8.0632
443.82208,7.9952
435.82464,7.9984
427.83744,7.9895
419.87072,7.966
411.94496,7.9259
404.07552,7.8667
396.21632,7.8607
388.37760000000003,7.839
380.58496,7.7943
372.80768,7.773
365.0816,7.7263
357.38112,7.7045
349.72159999999997,7.6578
342.144,7.5781
334.56128,7.5835
326.99904000000004,7.5602
319.488,7.5093
312.05376,7.4355
304.70655999999997,7.3484
297.44128,7.2632
290.176,7.266
282.9056,7.2693
275.72736,7.1827
268.62080000000003,7.1033
261.57056,7.0533
254.54592000000002,7.0227
247.56223999999997,6.9836
240.5632,6.9992
233.64607999999998,6.9178
226.69312000000002,6.952
219.83744000000002,6.8569
212.92543999999998,6.9119
205.88544000000002,7.038
199.00928,6.8786
192.25599999999997,6.7536
185.59488,6.6604
179.00544000000002,6.5899
172.47744,6.5261
166.03136,6.4455
159.71328,6.3208
153.58463999999998,6.1286
147.35872,6.2227
141.33247999999998,6.0265
135.20384,6.1319
129.26976000000002,5.9328
123.60703999999998,5.6624
117.74975999999998,5.8584
112.15359999999998,5.5924
106.36288000000002,5.7944
100.42880000000002,5.9347
94.36671999999999,6.0583
88.48383999999999,5.8869
82.80576000000002,5.6769
77.39391999999998,5.4109
71.73631999999998,5.6556
65.87392,5.8635
59.87328000000002,6.0002
54.09791999999999,5.7776
48.58879999999999,5.5075
43.412480000000016,5.1774
38.61504000000002,4.7978
34.21695999999997,4.3977
30.208000000000027,4.0076
26.56256000000002,3.6472
22.338559999999973,4.2233
18.554880000000026,3.7856
15.170560000000023,3.3803
12.129279999999994,3.0412
8.519679999999994,3.6106
5.38112000000001,3.1385
2.5855999999999995,2.7973
0.0,2.5849
