Resources,MSE
0.0,0.08333333333333333
1.0,0.020833333333333332
2.0,0.005208333333333333
3.0,0.0013020833333333333
4.0,0.0003255208333333333
5.0,8.138020833333333e-05
6.0,2.0345052083333332e-05
7.0,5.086263020833333e-06
8.0,1.2715657552083333e-06
9.0,3.178914388020833e-07
10.0,7.947285970052083e-08
11.0,1.9868214925130207e-08
12.0,4.967053731282552e-09
13.0,1.241763432820638e-09
14.0,3.104408582051595e-10
15.0,7.761021455128987e-11
16.0,1.9402553637822468e-11
17.0,4.850638409455617e-12
18.0,1.2126596023639042e-12
19.0,3.0316490059097606e-13
20.0,7.579122514774402e-14
