Resources,Tau
315.00032,8.8324
313.99936,11.569
313.00096,8.5084
312.0,5.4648
310.99904,8.6762
310.00064,4.0722
308.99968,11.021
307.99872,3.5024
307.00032,11.109
305.99936,6.3956
305.00096,1.2333
304.0,3.4517
302.99904,11.576
302.00064,8.3402
300.99968,6.3616
300.00128,12.646
299.00032,11.737
297.99936,12.055
297.00096,8.9094
296.0,6.2128
294.99904,8.3914
294.00064,11.493
292.99968,5.8111
291.99872,8.7352
291.00032,6.1462
289.99936,3.4486
289.00096,3.1906
288.0,7.5007
286.99904,7.1405
286.00064,5.7931
284.99968,8.8918
284.00128,1.4659
283.00032,6.3318
281.99936,3.5839
280.999936,8.1585
280.0,8.1695
279.000064,8.3844
278.000128,5.689
276.999936,9.1949
276.0,11.217
275.000064,9.0026
273.999872,11.298
272.999936,5.9511
272.0,11.003
271.000064,5.3517
270.000128,15.247
268.999936,12.404
268.0,7.5159
267.000064,0.84963
265.999872,5.9162
264.999936,6.1226
264.0,5.7027
263.000064,8.1349
262.000128,5.8353
260.999936,3.2431
260.0,3.0918
259.000064,9.04
258.0,8.9658
256.9999872,9.8337
256.0,3.4025
255.0000128,5.7455
254.0,8.2972
252.999936,4.8522
252.0,4.3279
251.000064,4.52
249.999872,7.1242
248.999936,4.3566
248.0,3.8126
247.000064,6.0507
246.000128,9.2907
244.999936,8.6432
244.0,8.0845
243.000064,6.5227
241.999872,8.3668
240.999936,10.006
240.0,8.1159
239.000064,8.2919
238.000128,6.8369
236.999936,3.5347
236.0,10.479
235.000064,2.8738
233.999872,7.1783
232.999936,2.7665
232.0,8.4136
231.000064,4.0235
230.00064,11.493
228.99968,9.3406
227.99872,5.5438
227.00032,11.6
225.99936,7.4375
225.00096,5.3245
224.0,9.764
222.99904,3.3598
222.00064,5.5744
220.99968,6.0499
220.00128,8.6897
219.00032,5.3506
217.99936,5.8653
217.00096,5.9964
216.0,2.9983
214.99904,1.3297
214.00064,7.1125
212.99968,6.0654
211.99872,0.21911
211.00032,6.5362
209.99936,7.0005
209.00096,3.7184
208.0,9.8401
206.99904,1.8241
206.00064,2.6932
204.99968,12.035
204.00128,2.8156
203.00032,7.8218
201.99936,5.2161
201.00096,5.9761
200.0,4.1194
198.99904,9.8731
198.00064,7.2921
196.99968,9.1822
195.99872,5.7359
195.00032,5.7484
193.99936,8.8768
193.00096,2.798
192.0,3.2461
190.99903999999998,9.5573
190.00064,3.8665
188.99968,4.8556
188.00128,11.596
187.00032,7.1249
185.99936,3.5544
185.00096000000002,8.6761
184.0,2.6196
182.99903999999998,5.25
182.00064,10.16
180.99968,6.3903
179.99872,6.7069
179.00032,6.643
177.99936,5.596
177.00096000000002,5.9751
176.0,7.1208
174.99903999999998,6.3555
174.00064,12.122
172.99968,8.9745
172.00128,5.2341
171.00032,6.497
169.99936,2.1744
169.00096000000002,7.1665
168.0,9.1449
166.99903999999998,9.5764
166.00064,8.0133
164.99968,4.0313
163.99872,8.81
163.00032,11.556
161.99936,7.5191
161.00096000000002,6.8303
160.0,3.1934
158.99903999999998,11.718
158.00064,9.0757
156.99968,4.3202
156.00128,5.8447
155.00032,0.31213
153.99936,0.558
153.00096000000002,9.4126
152.0,5.6234
150.99903999999998,10.712
150.00064,8.7635
148.99968,5.0824
147.99872,9.609
147.00032,3.659
145.99936,8.6785
145.00096000000002,1.1293
144.0,3.4818
142.99903999999998,7.1099
142.00064,3.316
140.99968,5.8227
140.00128,10.725
139.00032,7.1786
137.99936,6.4349
137.00096000000002,9.2115
136.0,5.4284
134.99903999999998,7.3056
134.00064,0.74176
132.99968,3.3681
131.99872,9.0832
131.00032,4.0846
129.99936,2.9367
129.00096000000002,3.0687
128.0,11.899
126.99904000000001,9.1533
126.00064,6.5458
124.99968000000001,8.7614
124.00128000000001,9.1426
123.00031999999999,6.239
121.99936,11.37
121.00095999999999,5.9412
120.0,5.442
118.99904000000001,8.9318
118.00064,5.5649
116.99968000000001,8.9735
115.99871999999999,0.95342
115.00031999999999,6.3465
113.99936,6.0496
113.00095999999999,3.2712
112.0,3.4271
110.99904000000001,5.5472
110.00064,5.3099
108.99968000000001,8.4258
108.00128000000001,8.8098
107.00031999999999,3.2023
105.99936,6.4579
105.00095999999999,3.0569
104.0,5.3754
102.99904000000001,3.4838
102.00064,9.2671
100.99968000000001,0.21018
99.99871999999999,6.6424
99.00031999999999,9.3179
97.99936,2.8166
97.00095999999999,3.7054
96.0,4.6436
94.99904000000001,5.377
94.00064,11.468
92.99968000000001,8.5679
92.00128000000001,8.4793
91.00031999999999,6.6084
89.99936,6.6453
89.00095999999999,9.5048
88.0,6.5357
86.99904000000001,4.9232
86.00064,2.7959
84.99968000000001,5.3378
83.99871999999999,8.5858
83.00031999999999,3.9074
81.99936,6.4672
81.00095999999999,3.8412
80.0,2.5995
78.99904000000001,9.0002
78.00064,4.1725
76.99968000000001,3.6627
76.00128000000001,6.5285
75.00031999999999,11.764
73.99936,2.8268
73.00095999999999,5.4149
72.0,5.894
70.99904000000001,8.2302
70.00064,2.4397
68.99968000000001,3.2751
67.99871999999999,5.7878
67.00031999999999,6.2382
65.99936,3.7942
65.00095999999999,3.2167
64.0,3.4359
62.99904000000001,6.0872
62.000640000000004,8.2273
60.99968000000001,8.6665
60.00128000000001,6.3007
59.00031999999999,9.7008
57.999359999999996,6.0336
57.00095999999999,4.5972
56.0,5.9614
54.99904000000001,8.9762
54.000640000000004,1.0797
52.99968000000001,6.4081
51.99871999999999,8.8005
51.00031999999999,4.7766
49.999359999999996,6.0174
49.00095999999999,5.5024
48.0,0.97548
46.99904000000001,5.4617
46.000640000000004,9.053
44.99968000000001,8.6468
44.00128000000001,3.1817
43.00031999999999,0.90439
41.999359999999996,6.5191
41.00095999999999,3.4929
40.0,8.9136
38.99904000000001,4.9077
38.000640000000004,6.1292
36.99968000000001,5.6816
35.99871999999999,7.6392
35.00031999999999,3.0526
33.999359999999996,8.2913
33.00095999999999,6.2496
32.0,2.9368
30.999040000000008,3.691
30.000640000000004,6.3559
28.999680000000012,6.0032
28.00128000000001,7.366
27.000319999999988,3.7905
25.999359999999996,3.0914
25.000959999999992,8.7191
24.0,3.3123
22.999040000000008,6.2681
22.000640000000004,9.1916
20.999680000000012,6.2666
19.99871999999999,3.0439
19.000319999999988,6.4382
17.999359999999996,3.3572
17.000959999999992,5.9407
16.0,3.2736
14.999040000000008,2.967
14.000640000000004,3.3275
12.999680000000012,5.0105
12.001280000000008,8.8393
11.000319999999988,6.247
9.999359999999996,6.1412
9.000959999999992,3.4484
8.0,6.1751
6.999040000000008,3.3843
6.000640000000004,3.49
4.999680000000012,3.653
3.9987199999999916,5.6521
3.000319999999988,3.2741
1.9993599999999958,6.8122
1.000959999999992,3.2276
0.0,3.3845
